text,label,confidence,reason,features,source
تاق توزيعات بارز بثيم قاعدة خشبيه جاهز للطباعة تم تصميم هذا المنتج الرقمي بدقة عالية جدا جدا لضمان طباعته بجودة ممتازة لا يختلف عليها اثنان _ نوع الملف متوفر بصيغة PDF فقط من السهل جدا طباعته من الجوال _ المنتجات الرقمية لا ترد ولا تستبدل ولا تسترجع قيمتها بعد اتمام عملية الشراء _ استخدام شخصي فقط ويمنع بيعه ونشره ومشاركته اتلاخرين باي صورة كانت _ لــ اضافة الأسماء,0,0.9,"The product is a digital printable design in PDF format intended for personal use, which aligns with allowed digital products such as code or vouchers. There is no indication of licenses, accounts, or illegal sharing.","['digital product', 'PDF file', 'printable design', 'personal use only']",llm
كرت توزيعات بثيم قاعدة خشبيه جاهز للطباعة تم تصميم هذا المنتج الرقمي بدقة عالية جدا جدا لضمان طباعته بجودة ممتازة لا يختلف عليها اثنان _ نوع الملف متوفر بصيغة PDF فقط من السهل جدا طباعته من الجوال _ المنتجات الرقمية لا ترد ولا تستبدل ولا تسترجع قيمتها بعد اتمام عملية الشراء _ استخدام شخصي فقط ويمنع بيعه ونشره ومشاركته اتلاخرين باي صورة كانت _ لــ اضافة الأسماء,0,0.9,"The product is a digital printable design file (PDF) intended for personal use, which aligns with allowed digital products such as codes or vouchers. There is no indication of licenses, accounts, or subscriptions being sold or shared.","['digital printable design', 'PDF file', 'personal use only']",llm
كرت طاولة بثيم قاعدة خشبيه جاهز للطباعة تم تصميم هذا المنتج الرقمي بدقة عالية جدا جدا لضمان طباعته بجودة ممتازة لا يختلف عليها اثنان _ نوع الملف متوفر بصيغة PDF فقط من السهل جدا طباعته من الجوال _ المنتجات الرقمية لا ترد ولا تستبدل ولا تسترجع قيمتها بعد اتمام عملية الشراء _ استخدام شخصي فقط ويمنع بيعه ونشره ومشاركته اتلاخرين باي صورة كانت _ لــ اضافة الأسماء,0,0.9,"The product is a digital printable file (PDF) for a table tennis theme, which is a digital product allowed under the code/voucher category. It does not involve licenses, accounts, or subscriptions.","['digital product', 'PDF file', 'printable', 'personal use only']",llm
كيس توزيعات بثيم قاعدة خشبيه جاهز للطباعة تم تصميم هذا المنتج الرقمي بدقة عالية جدا جدا لضمان طباعته بجودة ممتازة لا يختلف عليها اثنان _ نوع الملف متوفر بصيغة PDF فقط من السهل جدا طباعته من الجوال _ المنتجات الرقمية لا ترد ولا تستبدل ولا تسترجع قيمتها بعد اتمام عملية الشراء _ استخدام شخصي فقط ويمنع بيعه ونشره ومشاركته اتلاخرين باي صورة كانت _ لــ اضافة الأسماء,0,0.9,"The product is a digital printable design file (PDF) intended for personal use, which fits the category of allowed digital products such as code/voucher or similar digital goods. There is no indication of licenses, accounts, or illegal sharing.","['digital printable design', 'PDF file', 'personal use only']",llm
غلاف مناديل اسطوانية بثيم قاعدة خشبيه جاهز للطباعة تم تصميم هذا المنتج الرقمي بدقة عالية جدا جدا لضمان طباعته بجودة ممتازة لا يختلف عليها اثنان _ نوع الملف متوفر بصيغة PDF فقط من السهل جدا طباعته من الجوال _ يناسب مقاس علبة العرض 6 8 الارتفاع 14 5 سم في حال لديك مقاس مختلف يرجى توضيح ذلك من خلال ايقونة كتابة ملاحظة _ المنتجات الرقمية لا ترد ولا تستبدل ولا تسترجع قيمتها بعد اتمام عملية الشراء _ استخدام شخصي فقط ويمنع بيعه ونشره ومشاركته اتلاخرين باي صورة كانت _ لــ اضافة الأسماء,0,0.9,"The product is a digital printable design file (PDF) for personal use, which is allowed. There is no indication of licenses, accounts, or illegal content.","['digital printable design', 'PDF file', 'personal use only']",llm
طلب قالب قص كاميو ماعندك وقت كافي للتصميم ماعندك وقت للتعلم والتجربة ماعندك خلفية عن طريقة تصميم لشكل معين حنا ننفذه لك وبالمقاسات اللي ودك فيه _ الطلبات المستعجلة مرفوضة _ صيغة الملف برنامج ستديو سيلويت الخاص بالة القص كاميو _ يرسل القالب واتساب _ لا يحل لك ابدا بيع القالب و مشاركته الاخرين ونشره باي صورة كانت ومخالفتك لذلك يعرضك للملاحقة القانونية والله شهيد على ما نقول ,0,0.9,"The product is a custom design template for a cutting machine, which is a digital product (code/voucher type) and does not involve illegal activities such as account sales or lifetime subscriptions.","['custom design template', 'cutting machine file', 'digital product', 'no account or license key', 'no lifetime subscription']",llm
كرت طاولة بثيم التاج الأزرق جاهز للطباعة تم تصميم هذا المنتج الرقمي بدقة عالية جدا جدا لضمان طباعته بجودة ممتازة لا يختلف عليها اثنان _ نوع الملف متوفر بصيغة PDF فقط من السهل جدا طباعته من الجوال _ المنتجات الرقمية لا ترد ولا تستبدل ولا تسترجع قيمتها بعد اتمام عملية الشراء _ استخدام شخصي فقط ويمنع بيعه ونشره ومشاركته اتلاخرين باي صورة كانت _ لــ اضافة الأسماء,0,0.9,"The product is a digital printable card design in PDF format, which is a typical digital product allowed under the code/voucher category.","['digital product', 'PDF file', 'printable design', 'personal use only']",llm
تاق مويا بثيم التاج الأزرق جاهز للطباعة تم تصميم هذا المنتج الرقمي بدقة عالية جدا جدا لضمان طباعته بجودة ممتازة لا يختلف عليها اثنان _ نوع الملف متوفر بصيغة PDF فقط من السهل جدا طباعته من الجوال _ المنتجات الرقمية لا ترد ولا تستبدل ولا تسترجع قيمتها بعد اتمام عملية الشراء _ استخدام شخصي فقط ويمنع بيعه ونشره ومشاركته اتلاخرين باي صورة كانت _ لــ اضافة الأسماء,0,0.9,"The product is a digital printable file (PDF) intended for personal use, which aligns with allowed digital products such as code/voucher or license key analogs. There is no indication of illegal or suspicious content.","['digital product', 'PDF file', 'printable', 'personal use only']",llm
تاق باب بثيم التاج الأزرق جاهز للطباعة تم تصميم هذا المنتج الرقمي بدقة عالية جدا جدا لضمان طباعته بجودة ممتازة لا يختلف عليها اثنان _ نوع الملف متوفر بصيغة PDF فقط من السهل جدا طباعته من الجوال _ المنتجات الرقمية لا ترد ولا تستبدل ولا تسترجع قيمتها بعد اتمام عملية الشراء _ استخدام شخصي فقط ويمنع بيعه ونشره ومشاركته اتلاخرين باي صورة كانت _ لــ اضافة الأسماء,1,0.7,"The product is a digital printable tag in PDF format, which is generally allowed, but the description includes restrictions on resale and sharing, and the exact nature of the product is somewhat unclear.","['digital product', 'PDF file', 'printable tag', 'usage restrictions', 'unclear product category']",llm
كرت طاولة بثيم التاج الوردي جاهز للطباعة تم تصميم هذا المنتج الرقمي بدقة عالية جدا جدا لضمان طباعته بجودة ممتازة لا يختلف عليها اثنان _ نوع الملف متوفر بصيغة PDF فقط من السهل جدا طباعته من الجوال _ المنتجات الرقمية لا ترد ولا تستبدل ولا تسترجع قيمتها بعد اتمام عملية الشراء _ استخدام شخصي فقط ويمنع بيعه ونشره ومشاركته اتلاخرين باي صورة كانت _ لــ اضافة الأسماء,0,0.9,"The product is a digital printable PDF file, which is a type of code/voucher and is allowed. It does not involve licenses, accounts, or subscriptions.","['digital product', 'PDF file', 'printable', 'personal use only']",llm
تاق مويا بثيم التاج الوردي جاهز للطباعة تم تصميم هذا المنتج الرقمي بدقة عالية جدا جدا لضمان طباعته بجودة ممتازة لا يختلف عليها اثنان _ نوع الملف متوفر بصيغة PDF فقط من السهل جدا طباعته من الجوال _ المنتجات الرقمية لا ترد ولا تستبدل ولا تسترجع قيمتها بعد اتمام عملية الشراء _ استخدام شخصي فقط ويمنع بيعه ونشره ومشاركته اتلاخرين باي صورة كانت _ لــ اضافة الأسماء,0,0.9,"The product is a digital printable PDF file for personal use, which is allowed. There is no indication of licenses, accounts, or subscriptions being sold.","['digital product', 'PDF file', 'printable', 'personal use only']",llm
تاق باب بثيم التاج الوردي جاهز للطباعة تم تصميم هذا المنتج الرقمي بدقة عالية جدا جدا لضمان طباعته بجودة ممتازة لا يختلف عليها اثنان _ نوع الملف متوفر بصيغة PDF فقط من السهل جدا طباعته من الجوال _ المنتجات الرقمية لا ترد ولا تستبدل ولا تسترجع قيمتها بعد اتمام عملية الشراء _ استخدام شخصي فقط ويمنع بيعه ونشره ومشاركته اتلاخرين باي صورة كانت _ لــ اضافة الأسماء,0,0.9,"The product is a digital printable file (PDF) intended for personal use, which aligns with allowed digital products such as code or vouchers. There is no indication of licenses, accounts, or illegal sharing.","['digital product', 'PDF file', 'printable', 'personal use']",llm
ستيكر توزيعات بارز بثيم البشت الازرق جاهز للطباعة تم تصميم هذا المنتج الرقمي بدقة عالية جدا جدا لضمان طباعته بجودة ممتازة لا يختلف عليها اثنان _ نوع الملف متوفر بصيغة PDF فقط من السهل جدا طباعته من الجوال _ المنتجات الرقمية لا ترد ولا تستبدل ولا تسترجع قيمتها بعد اتمام عملية الشراء _ استخدام شخصي فقط ويمنع بيعه ونشره ومشاركته اتلاخرين باي صورة كانت _ لــ اضافة الأسماء,0,0.9,"The product is a digital sticker design in PDF format intended for personal use and printing, which is a typical allowed digital product.","['digital sticker', 'PDF file', 'personal use', 'printable']",llm
كرت طاولة بثيم البشت جاهز للطباعة تم تصميم هذا المنتج الرقمي بدقة عالية جدا جدا لضمان طباعته بجودة ممتازة لا يختلف عليها اثنان _ نوع الملف متوفر بصيغة PDF فقط من السهل جدا طباعته من الجوال _ المنتجات الرقمية لا ترد ولا تستبدل ولا تسترجع قيمتها بعد اتمام عملية الشراء _ استخدام شخصي فقط ويمنع بيعه ونشره ومشاركته اتلاخرين باي صورة كانت _ لــ اضافة الأسماء,0,0.9,"The product is a digital printable PDF file, which is a type of digital product allowed under the rules (code/voucher/license key). It is not related to accounts, licenses, or subscriptions.","['digital printable PDF', 'personal use only', 'no resale or sharing']",llm
تاق باب بثيم البشت جاهز للطباعة تم تصميم هذا المنتج الرقمي بدقة عالية جدا جدا لضمان طباعته بجودة ممتازة لا يختلف عليها اثنان _ نوع الملف متوفر بصيغة PDF فقط من السهل جدا طباعته من الجوال _ المنتجات الرقمية لا ترد ولا تستبدل ولا تسترجع قيمتها بعد اتمام عملية الشراء _ استخدام شخصي فقط ويمنع بيعه ونشره ومشاركته اتلاخرين باي صورة كانت _ لــ اضافة الأسماء,1,0.7,"The product is a digital printable design with usage restrictions and no clear classification as code, license, or voucher. The description includes personal use only and prohibits resale or sharing, but the nature of the product is unclear regarding legality.","['digital printable design', 'PDF format', 'personal use only', 'no resale or sharing allowed']",llm
تاق باب في بيتنا عريس جاهز للطباعة تم تصميم هذا المنتج الرقمي بدقة عالية جدا جدا لضمان طباعته بجودة ممتازة لا يختلف عليها اثنان _ نوع الملف متوفر بصيغة PDF فقط من السهل جدا طباعته من الجوال _ المنتجات الرقمية لا ترد ولا تستبدل ولا تسترجع قيمتها بعد اتمام عملية الشراء _ استخدام شخصي فقط ويمنع بيعه ونشره ومشاركته اتلاخرين باي صورة كانت _ لــ اضافة الأسماء,1,0.7,"The product description is unclear regarding its exact nature and usage rights, and it includes restrictions on resale and sharing, which raises suspicion.","['digital product', 'PDF format', 'personal use only', 'no resale or sharing allowed', 'unclear product type']",llm
تعليقة مويا في بيتنا عريس جاهز للطباعة تم تصميم هذا المنتج الرقمي بدقة عالية جدا جدا لضمان طباعته بجودة ممتازة لا يختلف عليها اثنان _ نوع الملف متوفر بصيغة PDF فقط من السهل جدا طباعته من الجوال _ المنتجات الرقمية لا ترد ولا تستبدل ولا تسترجع قيمتها بعد اتمام عملية الشراء _ استخدام شخصي فقط ويمنع بيعه ونشره ومشاركته اتلاخرين باي صورة كانت _ لــ اضافة الأسماء,0,0.9,"The product is a digital printable PDF file designed for personal use, which aligns with allowed digital products such as code/voucher or license key. It does not involve accounts, subscriptions, or shared access.","['digital printable PDF', 'personal use', 'no resale or sharing']",llm
كرت طاولة في بيتنا عريس جاهز للطباعة تم تصميم هذا المنتج الرقمي بدقة عالية جدا جدا لضمان طباعته بجودة ممتازة لا يختلف عليها اثنان _ نوع الملف متوفر بصيغة PDF فقط من السهل جدا طباعته من الجوال _ المنتجات الرقمية لا ترد ولا تستبدل ولا تسترجع قيمتها بعد اتمام عملية الشراء _ استخدام شخصي فقط ويمنع بيعه ونشره ومشاركته اتلاخرين باي صورة كانت _ لــ اضافة الأسماء,0,0.9,"The product is a printable digital card (PDF) designed for personal use, which fits the category of allowed digital products like code/voucher or printable files.","['printable PDF', 'personal use', 'digital product']",llm
حامل توزيعات في بيتنا عريس جاهز للطباعة تم تصميم هذا المنتج الرقمي بدقة عالية جدا جدا لضمان طباعته بجودة ممتازة لا يختلف عليها اثنان _ نوع الملف متوفر بصيغة PDF فقط من السهل جدا طباعته من الجوال _ المنتجات الرقمية لا ترد ولا تستبدل ولا تسترجع قيمتها بعد اتمام عملية الشراء _ استخدام شخصي فقط ويمنع بيعه ونشره ومشاركته اتلاخرين باي صورة كانت _ لــ اضافة الأسماء,0,0.9,"The product is a digital printable PDF file intended for personal use, which aligns with allowed digital products such as code or vouchers. There is no indication of licenses, accounts, or illegal sharing.","['PDF file', 'printable', 'personal use', 'digital product']",llm
كرت توزيعات في بيتنا عريس جاهز للطباعة تم تصميم هذا المنتج الرقمي بدقة عالية جدا جدا لضمان طباعته بجودة ممتازة لا يختلف عليها اثنان _ نوع الملف متوفر بصيغة PDF فقط من السهل جدا طباعته من الجوال _ المنتجات الرقمية لا ترد ولا تستبدل ولا تسترجع قيمتها بعد اتمام عملية الشراء _ استخدام شخصي فقط ويمنع بيعه ونشره ومشاركته اتلاخرين باي صورة كانت _ لــ اضافة الأسماء,0,0.9,"The product is a digital printable card (PDF) designed for personal use, which aligns with allowed digital products such as code/voucher or license key. There is no indication of illegal or suspicious content.","['digital printable card', 'PDF format', 'personal use only']",llm
علبة توزيعات هرمية في بيتنا عريس جاهز للطباعة تم تصميم هذا المنتج الرقمي بدقة عالية جدا جدا لضمان طباعته بجودة ممتازة لا يختلف عليها اثنان _ نوع الملف متوفر بصيغة PDF فقط من السهل جدا طباعته من الجوال _ المنتجات الرقمية لا ترد ولا تستبدل ولا تسترجع قيمتها بعد اتمام عملية الشراء _ استخدام شخصي فقط ويمنع بيعه ونشره ومشاركته اتلاخرين باي صورة كانت _ لــ اضافة الأسماء,0,0.9,"The product is a digital printable PDF file designed for personal use, which aligns with allowed digital products such as code or voucher types. There is no indication of licenses, accounts, or illegal sharing.","['PDF file', 'printable', 'personal use', 'digital product']",llm
ستيكر في بيتنا عريس جاهز للطباعة تم تصميم هذا المنتج الرقمي بدقة عالية جدا جدا لضمان طباعته بجودة ممتازة لا يختلف عليها اثنان _ نوع الملف متوفر بصيغة PDF فقط من السهل جدا طباعته من الجوال _ المنتجات الرقمية لا ترد ولا تستبدل ولا تسترجع قيمتها بعد اتمام عملية الشراء _ استخدام شخصي فقط ويمنع بيعه ونشره ومشاركته اتلاخرين باي صورة كانت _ لــ اضافة الأسماء,0,0.9,"The product is a digital sticker in PDF format intended for personal use and printing, which fits the category of allowed digital products such as code or voucher-like items. There is no indication of licenses, accounts, or illegal sharing.","['digital sticker', 'PDF format', 'personal use', 'printable']",llm
غلاف مناديل اسطوانية بعبارة في بيتنا عريس جاهز للطباعة تم تصميم هذا المنتج الرقمي بدقة عالية جدا جدا لضمان طباعته بجودة ممتازة لا يختلف عليها اثنان _ نوع الملف متوفر بصيغة PDF فقط من السهل جدا طباعته من الجوال _ يناسب مقاس علبة 6 8 14 5 سم في حال لديك مقاس مختلف يرجى توضيح ذلك من خلال ايقونة كتابة ملاحظة _ المنتجات الرقمية لا ترد ولا تستبدل ولا تسترجع قيمتها بعد اتمام عملية الشراء _ استخدام شخصي فقط ويمنع بيعه ونشره ومشاركته اتلاخرين باي صورة كانت _ لــ اضافة الأسماء,0,0.95,"The product is a digital printable design (PDF) for personal use, which is allowed as it is not a license key, account, or subscription.","['digital printable design', 'PDF file', 'personal use only']",llm
ستيكر في بيتنا عروس بطابع العروس الجيزانية جاهز للطباعة تم تصميم هذا المنتج الرقمي بدقة عالية جدا جدا لضمان طباعته بجودة ممتازة لا يختلف عليها اثنان _ نوع الملف متوفر بصيغة PDF فقط من السهل جدا طباعته من الجوال _ المنتجات الرقمية لا ترد ولا تستبدل ولا تسترجع قيمتها بعد اتمام عملية الشراء _ استخدام شخصي فقط ويمنع بيعه ونشره ومشاركته اتلاخرين باي صورة كانت _ لــ اضافة الأسماء,0,0.9,"The product is a digital sticker in PDF format intended for personal use and printing, which fits the category of allowed digital products.","['digital sticker', 'PDF file', 'personal use', 'printable']",llm
تاق توزيعات بارز في بيتنا عروس بطابع العروس الجيزانية جاهز للطباعة تم تصميم هذا المنتج الرقمي بدقة عالية جدا جدا لضمان طباعته بجودة ممتازة لا يختلف عليها اثنان _ نوع الملف متوفر بصيغة PDF فقط من السهل جدا طباعته من الجوال _ المنتجات الرقمية لا ترد ولا تستبدل ولا تسترجع قيمتها بعد اتمام عملية الشراء _ استخدام شخصي فقط ويمنع بيعه ونشره ومشاركته اتلاخرين باي صورة كانت _ لــ اضافة الأسماء,0,0.9,"The product is a digital printable design in PDF format intended for personal use, which aligns with allowed digital products such as code or voucher types. There is no indication of licenses, accounts, or subscriptions being sold.","['digital printable design', 'PDF format', 'personal use only']",llm
تاق توزيعات بارز في بيتنا عروس بطابع العروس الجيزانية جاهز للطباعة تم تصميم هذا المنتج الرقمي بدقة عالية جدا جدا لضمان طباعته بجودة ممتازة لا يختلف عليها اثنان _ نوع الملف متوفر بصيغة PDF فقط من السهل جدا طباعته من الجوال _ المنتجات الرقمية لا ترد ولا تستبدل ولا تسترجع قيمتها بعد اتمام عملية الشراء _ استخدام شخصي فقط ويمنع بيعه ونشره ومشاركته اتلاخرين باي صورة كانت _ لــ اضافة الأسماء,0,0.9,"The product is a digital printable design in PDF format, intended for personal use only, which aligns with allowed digital products such as code or voucher types. There is no indication of licenses, accounts, or subscriptions being sold.","['digital printable design', 'PDF format', 'personal use only']",llm
تاق باب في بيتنا عروس بطابع العروس الجيزانية جاهز للطباعة تم تصميم هذا المنتج الرقمي بدقة عالية جدا جدا لضمان طباعته بجودة ممتازة لا يختلف عليها اثنان _ نوع الملف متوفر بصيغة PDF فقط من السهل جدا طباعته من الجوال _ المنتجات الرقمية لا ترد ولا تستبدل ولا تسترجع قيمتها بعد اتمام عملية الشراء _ استخدام شخصي فقط ويمنع بيعه ونشره ومشاركته اتلاخرين باي صورة كانت _ لــ اضافة الأسماء,0,0.9,"The product is a digital printable PDF design intended for personal use, which fits the category of allowed digital products such as code or voucher-like items. There is no indication of illegal or suspicious content.","['digital product', 'PDF file', 'printable design', 'personal use']",llm
غلاف مناديل اسطوانية في بيتنا عروس بطابع العروس الجيزانية جاهز للطباعة تم تصميم هذا المنتج الرقمي بدقة عالية جدا جدا لضمان طباعته بجودة ممتازة لا يختلف عليها اثنان _ نوع الملف متوفر بصيغة PDF فقط من السهل جدا طباعته من الجوال _ يناسب مقاس علبة 6 8 14 5 سم في حال لديك مقاس مختلف يرجى توضيح ذلك من خلال ايقونة كتابة ملاحظة _ المنتجات الرقمية لا ترد ولا تستبدل ولا تسترجع قيمتها بعد اتمام عملية الشراء _ استخدام شخصي فقط ويمنع بيعه ونشره ومشاركته اتلاخرين باي صورة كانت _ لــ اضافة الأسماء,0,0.9,"The product is a digital printable design (PDF) for personal use, which is allowed according to the rules.","['digital product', 'printable design', 'PDF file', 'personal use only']",llm
تاق باب في بيتنا خريجة جاهز للطباعة تم تصميم هذا المنتج الرقمي بدقة عالية جدا جدا لضمان طباعته بجودة ممتازة لا يختلف عليها اثنان _ نوع الملف متوفر بصيغة PDF فقط من السهل جدا طباعته من الجوال _ المنتجات الرقمية لا ترد ولا تستبدل ولا تسترجع قيمتها بعد اتمام عملية الشراء _ استخدام شخصي فقط ويمنع بيعه ونشره ومشاركته اتلاخرين باي صورة كانت _ لــ اضافة الأسماء,0,0.9,"The product is a digital printable file (PDF) designed for personal use, with clear usage restrictions and no indication of illegal or suspicious content.","['digital printable file', 'PDF format', 'personal use only', 'no resale or sharing allowed']",llm
تعليقة مويا في بيتنا خريجة جاهز للطباعة تم تصميم هذا المنتج الرقمي بدقة عالية جدا جدا لضمان طباعته بجودة ممتازة لا يختلف عليها اثنان _ نوع الملف متوفر بصيغة PDF فقط من السهل جدا طباعته من الجوال _ المنتجات الرقمية لا ترد ولا تستبدل ولا تسترجع قيمتها بعد اتمام عملية الشراء _ استخدام شخصي فقط ويمنع بيعه ونشره ومشاركته اتلاخرين باي صورة كانت _ لــ اضافة الأسماء,0,0.9,"The product is a printable digital design in PDF format intended for personal use, which aligns with allowed digital products such as code or voucher types. There is no indication of licenses, accounts, or subscriptions being sold.","['printable PDF', 'personal use', 'digital design']",llm
علبة توزيعات في بيتنا خريجة جاهز للطباعة تم تصميم هذا المنتج الرقمي بدقة عالية جدا جدا لضمان طباعته بجودة ممتازة لا يختلف عليها اثنان _ نوع الملف متوفر بصيغة PDF فقط من السهل جدا طباعته من الجوال _ المنتجات الرقمية لا ترد ولا تستبدل ولا تسترجع قيمتها بعد اتمام عملية الشراء _ استخدام شخصي فقط ويمنع بيعه ونشره ومشاركته اتلاخرين باي صورة كانت _ لــ اضافة الأسماء,0,0.9,"The product is a digital printable file (PDF) intended for personal use, which aligns with allowed digital products such as code/voucher or license key analogs. There is no indication of illegal or suspicious content.","['digital printable file', 'PDF format', 'personal use only']",llm
تاق توزيعات مقوس في بيتنا خريجة جاهز للطباعة تم تصميم هذا المنتج الرقمي بدقة عالية جدا جدا لضمان طباعته بجودة ممتازة لا يختلف عليها اثنان _ نوع الملف متوفر بصيغة PDF فقط من السهل جدا طباعته من الجوال _ المنتجات الرقمية لا ترد ولا تستبدل ولا تسترجع قيمتها بعد اتمام عملية الشراء _ استخدام شخصي فقط ويمنع بيعه ونشره ومشاركته اتلاخرين باي صورة كانت _ لــ اضافة الأسماء,0,0.9,"The product is a digital printable PDF file intended for personal use, which aligns with allowed digital products such as code or vouchers. There is no indication of licenses, accounts, or subscriptions being sold.","['PDF file', 'printable digital product', 'personal use only']",llm
ستيكر في بيتنا خريجة جاهز للطباعة تم تصميم هذا المنتج الرقمي بدقة عالية جدا جدا لضمان طباعته بجودة ممتازة لا يختلف عليها اثنان _ نوع الملف متوفر بصيغة PDF فقط من السهل جدا طباعته من الجوال _ المنتجات الرقمية لا ترد ولا تستبدل ولا تسترجع قيمتها بعد اتمام عملية الشراء _ استخدام شخصي فقط ويمنع بيعه ونشره ومشاركته اتلاخرين باي صورة كانت _ لــ اضافة الأسماء,0,0.9,"The product is a digital sticker design in PDF format intended for personal use and printing, which falls under allowed digital products.","['digital sticker', 'PDF file', 'personal use', 'printable']",llm
حامل توزيعات مفرغ في بيتنا خريجة جاهز للطباعة تم تصميم هذا المنتج الرقمي بدقة عالية جدا جدا لضمان طباعته بجودة ممتازة لا يختلف عليها اثنان _ نوع الملف متوفر بصيغة PDF فقط من السهل جدا طباعته من الجوال _ المنتجات الرقمية لا ترد ولا تستبدل ولا تسترجع قيمتها بعد اتمام عملية الشراء _ استخدام شخصي فقط ويمنع بيعه ونشره ومشاركته اتلاخرين باي صورة كانت _ لــ اضافة الأسماء,0,0.9,"The product is a printable digital template (PDF) designed for personal use, which aligns with allowed digital products such as code/voucher or license key. There is no indication of illegal sharing or account selling.","['printable PDF', 'personal use', 'digital product']",llm
كرت تقديمات الضيافة في بيتنا خريجة جاهز للطباعة تم تصميم هذا المنتج الرقمي بدقة عالية جدا جدا لضمان طباعته بجودة ممتازة لا يختلف عليها اثنان _ نوع الملف متوفر بصيغة PDF فقط من السهل جدا طباعته من الجوال _ المنتجات الرقمية لا ترد ولا تستبدل ولا تسترجع قيمتها بعد اتمام عملية الشراء _ استخدام شخصي فقط ويمنع بيعه ونشره ومشاركته اتلاخرين باي صورة كانت _ لــ اضافة الأسماء,0,0.9,"The product is a digital printable hospitality card in PDF format, intended for personal use only. It does not involve licenses, accounts, or subscriptions, and is clearly a digital product for printing.","['digital product', 'printable PDF', 'personal use', 'no account or license key']",llm
علبة توزيعات مستطيلة بعبارة في بيتنا خريجة جاهز للطباعة تم تصميم هذا المنتج الرقمي بدقة عالية جدا جدا لضمان طباعته بجودة ممتازة لا يختلف عليها اثنان _ نوع الملف متوفر بصيغة PDF فقط من السهل جدا طباعته من الجوال _ المنتجات الرقمية لا ترد ولا تستبدل ولا تسترجع قيمتها بعد اتمام عملية الشراء _ استخدام شخصي فقط ويمنع بيعه ونشره ومشاركته اتلاخرين باي صورة كانت _ لــ اضافة الأسماء,0,0.9,"The product is a digital printable design file (PDF) intended for personal use, which aligns with allowed digital products such as code or voucher types. There is no indication of licenses, accounts, or subscriptions involved.","['digital printable design', 'PDF file', 'personal use only']",llm
كرت توزيعات في بيتنا خريجة جاهز للطباعة تم تصميم هذا المنتج الرقمي بدقة عالية جدا جدا لضمان طباعته بجودة ممتازة لا يختلف عليها اثنان _ نوع الملف متوفر بصيغة PDF فقط من السهل جدا طباعته من الجوال _ المنتجات الرقمية لا ترد ولا تستبدل ولا تسترجع قيمتها بعد اتمام عملية الشراء _ استخدام شخصي فقط ويمنع بيعه ونشره ومشاركته اتلاخرين باي صورة كانت _ لــ اضافة الأسماء,0,0.9,"The product is a printable digital card (PDF) intended for personal use, which aligns with allowed digital products such as code/voucher or similar non-restricted digital files.","['PDF file', 'printable digital product', 'personal use only']",llm
كرت تقديمات ضيافة في بيتنا خريج جاهز للطباعة تم تصميم هذا المنتج الرقمي بدقة عالية جدا جدا لضمان طباعته بجودة ممتازة لا يختلف عليها اثنان _ نوع الملف متوفر بصيغة PDF فقط من السهل جدا طباعته من الجوال _ المنتجات الرقمية لا ترد ولا تستبدل ولا تسترجع قيمتها بعد اتمام عملية الشراء _ استخدام شخصي فقط ويمنع بيعه ونشره ومشاركته اتلاخرين باي صورة كانت _ لــ اضافة الأسماء,0,0.9,"The product is a digital hospitality card template in PDF format, intended for personal use and printing. It does not involve licenses, accounts, or subscriptions.","['digital product', 'PDF file', 'printable template', 'personal use only']",llm
تعليقة مويا في بيتنا خريج جاهز للطباعة تم تصميم هذا المنتج الرقمي بدقة عالية جدا جدا لضمان طباعته بجودة ممتازة لا يختلف عليها اثنان _ نوع الملف متوفر بصيغة PDF فقط من السهل جدا طباعته من الجوال _ المنتجات الرقمية لا ترد ولا تستبدل ولا تسترجع قيمتها بعد اتمام عملية الشراء _ استخدام شخصي فقط ويمنع بيعه ونشره ومشاركته اتلاخرين باي صورة كانت _ لــ اضافة الأسماء,0,0.9,"The product is a digital printable design in PDF format intended for personal use, which aligns with allowed digital products such as code or voucher-like items. There is no indication of licenses, accounts, or illegal sharing.","['digital printable design', 'PDF format', 'personal use', 'no resale or sharing allowed']",llm
ستيكر في بيتنا خريج جاهز للطباعة تم تصميم هذا المنتج الرقمي بدقة عالية جدا جدا لضمان طباعته بجودة ممتازة لا يختلف عليها اثنان _ نوع الملف متوفر بصيغة PDF فقط من السهل جدا طباعته من الجوال _ المنتجات الرقمية لا ترد ولا تستبدل ولا تسترجع قيمتها بعد اتمام عملية الشراء _ استخدام شخصي فقط ويمنع بيعه ونشره ومشاركته اتلاخرين باي صورة كانت _ لــ اضافة الأسماء,0,0.9,"The product is a digital sticker in PDF format intended for personal use and printing, which is a typical allowed digital product. There is no indication of licenses, accounts, or subscriptions involved.","['digital sticker', 'PDF file', 'personal use', 'printable']",llm
